Location,Year,Site ,Area,Transect,Direction,Abudefduf abdominalis,Abudefduf sordidus,Acanthurus  guttatus,Acanthurus achilles,Acanthurus blochii,Acanthurus dussumieri,Acanthurus leucopareius,Acanthurus nigricans,Acanthurus nigroris,Acanthurus nigrofuscus,Acanthurus olivaceus,Acanthurus thompsoni,Acanthurus triostegus,Acanthurus xanthopterus,Aetobatus ocellatus,Aluterus scriptus,Aphareus furca,Aprion virescens,Arothron hispidus,Arothron meleagris,Aulostomus chinensis,Bodianus albotaeniatus,Calotomus carolinus,Cantherhines dumerilii,Canthigaster amboinensis,Canthigaster coronata,Canthigaster jactator,Caranx melampygus,Centropyge loriculus,Centropyge potteri,Cephalopholis argus,Chaetodon auriga,Chaetodon ephippium,Chaetodon fremblii,Chaetodon lineolatus,Chaetodon lunula,Chaetodon lunulatus,Chaetodon miliaris,Chaetodon multicinctus,Chaetodon ornatissimus,Chaetodon quadrimaculatus,Chaetodon reticulatus,Chaetodon unimaculatus,Chlorurus perspicillatus,Chlorurus spilurus,Chromis agilis,Chromis hanui,Chromis ovalis,Chromis vanderbilti,Chromis verater,Cirrhilabrus jordani,Coris gaimard,Coris venusta,Ctenochaetus hawaiiensis,Ctenochaetus strigosus,Dascyllus albisella,Decapterus macarellus,Diodon holocanthus,Diodon hystrix,Elagatis bipinnulata,Fistularia commersonii,Forcipiger flavissimus,Gomphosus varius,Gymnothorax meleagris,Halichoeres ornatissimus,Hemitaurichthys polylepis,Hemitaurichthys thompsoni,Kyphosus  spp,Kyphosus sandwicensis,Labroides phthirophagus,Lutjanus fulvus,Lutjanus kasmira,Macropharyngodon geoffroy,Malacanthus brevirostris,Melichthys niger,Melichthys vidua,Monotaxis grandoculis,Mulloidichthys flavolineatus,Mulloidichthys vanicolensis,Myripristis kuntee,Myripristis sp.,Naso hexacanthus,Naso lituratus,Naso unicornis,Neoniphon aurolineatus,Neoniphon summara,Novaculichthys taeniourus,Ostracion meleagris,Oxycheilinus unifasciatus,Paracirrhites arcatus,Paracirrhites forsteri,Parupeneus bifasciatus,Parupeneus cyclostomus,Parupeneus multifasciatus,Parupeneus pleurostigma,Pervagor aspricaudus,Pervagor spilosoma,Plectroplyphidodon imparipennis,Plectroglyphidodon johnstonianus,Pseudocheilinus evanidus,Pseudocheilinus octotaenia,Rhinecanthus aculeatus,Rhinecanthus rectangulus,Sargocentron sp.,Scarus dubius,Scarus psittacus,Scarus rubroviolaceus,Seriola dumerili,Stegastes marginatus,Stethojulis balteata,Sufflamen fraenatus,Sufflamen bursa,Synodus sp.,Thalassoma duperrey,Thalassoma purpureum,Triaenodon obesus,Zanclus cornutus,Zebrasoma flavescens,Zebrasoma veliferum
Hawaii,2015,1,Puako,T2,F,2,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,10,6,0,0,0,0,2,0,2,55,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,8,0,3,0,0,3,41,0
Hawaii,2015,1,Puako,T2,R,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,9,2,0,0,0,0,0,0,0,46,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,4,0,10,0,0,2,74,0
Hawaii,2015,1,Puako,T3,F,3,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,4,0,0,0,0,2,0,1,0,0,0,0,1,0,0,35,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,7,39,0
Hawaii,2015,1,Puako,T3,R,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,10,1,0,0,0,0,1,0,0,66,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,11,1,0,6,60,0
Hawaii,2015,1,Puako,T4,F,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,3,36,7,0,0,0,0,2,0,1,52,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,13,4,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,8,0,4,0,0,4,44,0
Hawaii,2015,1,Puako,T4,R,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,4,28,8,0,0,0,0,0,0,0,44,0,0,0,0,0,0,6,0,0,1,0,0,0,0,3,0,0,0,0,19,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,7,59,0
Hawaii,2015,2,Puako,T1,F,16,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,7,17,3,0,0,0,0,1,0,0,35,0,0,0,0,0,0,5,1,0,2,0,0,0,0,1,0,0,0,0,80,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,0,2,0,0,0,53,0
Hawaii,2015,2,Puako,T1,R,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,3,22,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,1,36,0
Hawaii,2015,2,Puako,T2,F,95,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,12,3,0,0,0,0,0,0,17,25,0,0,0,0,0,0,6,2,0,5,0,0,0,0,0,0,0,0,0,84,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,7,0,0,1,63,2
Hawaii,2015,2,Puako,T2,R,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,5,0,0,0,0,0,0,1,22,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,4,0,0,2,34,1
Hawaii,2015,2,Puako,T3,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,2,Puako,T3,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,2,Puako,T4,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,2,Puako,T4,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,3,Kona,T1,F,24,0,0,5,0,0,5,2,0,84,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,8,0,0,0,105,0,0,1,0,0,73,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,12,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,7,0,10,0,0,2,162,0
Hawaii,2015,3,Kona,T1,R,1,0,0,0,0,0,10,1,0,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,11,0,0,0,70,0,0,0,0,0,55,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,2,2,0,4,110,0
Hawaii,2015,3,Kona,T2,F,3,0,0,4,0,0,2,2,0,69,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,105,0,0,3,0,0,78,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,6,0,8,0,0,3,118,1
Hawaii,2015,3,Kona,T2,R,0,0,6,4,0,0,31,2,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,7,0,0,0,6,0,0,1,0,0,56,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4,0,0,6,78,0
Hawaii,2015,3,Kona,T3,F,0,0,0,3,0,0,0,2,0,78,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,0,0,0,0,10,0,0,0,80,0,0,0,0,0,93,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,30,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,4,0,7,1,0,3,152,0
Hawaii,2015,3,Kona,T3,R,0,0,0,5,0,0,36,2,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,30,0,0,0,0,0,64,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,1,75,0
Hawaii,2015,3,Kona,T4,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,3,Kona,T4,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,4,Kona,T1,F,30,0,11,0,0,14,79,0,0,125,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,3,0,0,0,0,6,0,0,0,90,0,0,3,0,0,101,0,0,0,0,0,0,3,7,0,1,0,0,0,0,0,0,0,0,0,39,6,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,3,0,4,0,0,8,202,5
Hawaii,2015,4,Kona,T1,R,5,0,5,0,0,0,104,0,0,99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,4,0,0,0,66,0,0,0,0,0,81,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,155,0
Hawaii,2015,4,Kona,T2,F,32,0,12,0,1,0,67,0,0,150,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,1,2,0,0,0,5,39,0,0,33,0,0,1,0,1,141,0,0,0,0,0,0,8,10,0,1,0,0,0,0,0,0,0,0,0,24,7,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,5,0,4,0,14,0,0,6,202,8
Hawaii,2015,4,Kona,T2,R,13,0,10,0,1,0,38,0,0,93,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,7,0,0,23,2,1,0,0,0,5,10,0,0,20,0,0,0,0,0,104,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,6,0,0,1,226,0
Hawaii,2015,4,Kona,T3,F,21,0,2,0,0,0,90,1,0,216,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,2,0,0,0,9,0,0,0,70,0,0,2,0,0,107,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,0,0,0,0,5,6,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,1,0,6,0,0,6,192,1
Hawaii,2015,4,Kona,T3,R,8,0,0,0,0,0,29,0,0,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,4,0,0,0,110,0,0,0,0,0,101,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,13,0,0,2,105,0
Hawaii,2015,4,Kona,T4,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,4,Kona,T4,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,5,Puako,T1,F,0,0,0,0,0,0,0,0,0,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,3,1,0,0,0,0,4,0,1,6,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,53,0
Hawaii,2015,5,Puako,T1,R,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Hawaii,2015,5,Puako,T2,F,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,43,0
Hawaii,2015,5,Puako,T2,R,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,22,0
Hawaii,2015,5,Puako,T3,F,1,0,0,0,0,0,0,0,0,52,42,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,5,0,1,0,0,3,38,0
Hawaii,2015,5,Puako,T3,R,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,27,0
Hawaii,2015,5,Puako,T4,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,5,Puako,T4,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,6,Mahukona,T1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,6,Mahukona,T1,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,6,Mahukona,T2,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,6,Mahukona,T2,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,6,Mahukona,T3,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,6,Mahukona,T3,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,6,Mahukona,T4,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,6,Mahukona,T4,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,7,Mahukona,T1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,7,Mahukona,T1,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,7,Mahukona,T2,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,7,Mahukona,T2,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,7,Mahukona,T3,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,7,Mahukona,T3,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,7,Mahukona,T4,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,7,Mahukona,T4,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,8,Captain Cook,T1,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,8,Captain Cook,T1,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,8,Captain Cook,T2,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,8,Captain Cook,T2,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,8,Captain Cook,T3,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,8,Captain Cook,T3,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,8,Captain Cook,T4,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2015,8,Captain Cook,T4,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,2016,1,Puako,T1,F,4,0,0,0,0,0,0,0,0,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,1,0,0,4,4,2,0,0,0,3,38,0,0,0,0,0,0,0,6,157,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,3,0,0,0,5,4,3,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,6,0,2,0,0,8,114,0
Hawaii,2016,1,Puako,T1,R,0,0,0,0,0,0,0,0,0,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,2,1,0,0,0,0,1,25,9,0,0,0,0,1,0,9,139,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,6,7,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,2,0,0,6,126,0
